ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"Water, Glycerin, Decyl Glucoside","['Water', 'Glycerin']","['Decyl Glucoside']","Mild, plant-derived cleanser; very low risk.","Low","Low","Approved"
"Chamomile Extract, Calendula Extract, Sodium Citrate","['Chamomile Extract', 'Calendula Extract']","['Sodium Citrate']","Calming and pH-balanced formula; low risk.","Low","Low","Approved"
"Water, Glycerin, Lauryl Glucoside","['Water', 'Glycerin']","['Lauryl Glucoside']","Gentle cleanser with natural surfactant; very low risk.","Low","Low","Approved"
"Rose Water, Glycerin, Propylene Glycol","['Rose Water', 'Glycerin']","['Propylene Glycol']","Hydrating toner with a synthetic humectant; moderate risk.","Moderate","Moderate","Pending"
"Aloe Vera, Green Tea Extract, Sodium Metabisulfite","['Aloe Vera', 'Green Tea Extract']","['Sodium Metabisulfite']","Antioxidant blend with a sulfite preservative; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, PEG-7 Polydimethylsiloxyethyl Dimethicone","['Water', 'Glycerin']","['PEG-7 Polydimethylsiloxyethyl Dimethicone']","Silicone-based cleanser with synthetic additive; moderate risk.","Moderate","Low","Pending"
"Chamomile Extract, Vitamin E, Sorbic Acid","['Chamomile Extract', 'Vitamin E']","['Sorbic Acid']","Soothing formulation with a mild preservative; low risk.","Low","Low","Pending"
"Water, Rice Extract, Glycol Distearate","['Water', 'Rice Extract']","['Glycol Distearate']","Mild cleanser with pearlizing agent; very low risk.","Low","Low","Approved"
"Aloe Vera, Glycerin, Phenethyl Alcohol","['Aloe Vera', 'Glycerin']","['Phenethyl Alcohol']","Moisturizing formula with an aromatic alcohol; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Sodium Lauroyl Sarcosinate","['Water', 'Glycerin']","['Sodium Lauroyl Sarcosinate']","Cleansing solution with a gentle surfactant; low risk.","Low","Low","Approved"
"Green Tea Extract, Niacinamide, Panthenol","['Green Tea Extract', 'Niacinamide', 'Panthenol']","['None']","Brightening and soothing serum; very low risk.","Low","Low","Approved"
"Water, Aloe Vera, Caprylyl Methicone","['Water', 'Aloe Vera']","['Caprylyl Methicone']","Hydrating formula with a lightweight silicone; low risk.","Low","Low","Approved"
"Coconut Oil, Olive Oil, Cetearyl Olivate","['Coconut Oil', 'Olive Oil', 'Cetearyl Olivate']","['None']","Nourishing oil blend with natural emulsifier; very safe.","Low","Low","Approved"
"Water, Glycerin, Polyquaternium-7","['Water', 'Glycerin']","['Polyquaternium-7']","Conditioning cleanser with a synthetic polymer; low risk.","Low","Low","Approved"
"Aloe Vera, Chamomile Extract, Ethylhexylglycerin","['Aloe Vera', 'Chamomile Extract']","['Ethylhexylglycerin']","Calming formula with an alternative preservative; moderate risk.","Moderate","Low","Pending"
"Water, Glycerin, Cetearyl Glucoside","['Water', 'Glycerin']","['Cetearyl Glucoside']","Stable emulsion with a sugar-derived emulsifier; very low risk.","Low","Low","Approved"
"Rose Water, Glycerin, Sodium PCA","['Rose Water', 'Glycerin']","['Sodium PCA']","Hydrating toner with natural moisturizing factor; very low risk.","Low","Low","Approved"
"Green Tea Extract, Vitamin C, Acetyl Hexapeptide-8","['Green Tea Extract', 'Vitamin C']","['Acetyl Hexapeptide-8']","Anti-aging serum with a peptide; low risk.","Low","Low","Approved"
"Water, Aloe Vera, Disodium EDTA","['Water', 'Aloe Vera']","['Disodium EDTA']","Formulation with a chelating agent; minimal risk.","Low","Low","Approved"
"Chamomile Extract, Calendula Extract, Glycerin","['Chamomile Extract', 'Calendula Extract', 'Glycerin']","['None']","Soothing blend with natural moisturizers; very safe.","Low","Low","Approved"
"Water, Glycerin, Sodium Lauroyl Methyl Isethionate","['Water', 'Glycerin']","['Sodium Lauroyl Methyl Isethionate']","Mild cleanser with a gentle surfactant; low risk.","Low","Low","Approved"
"Aloe Vera, Green Tea Extract, Caprylyl Glycol","['Aloe Vera', 'Green Tea Extract']","['Caprylyl Glycol']","Antioxidant-rich formula with a modern preservative; low risk.","Low","Low","Approved"
"Water, Glycerin, PEG-12 Dimethicone","['Water', 'Glycerin']","['PEG-12 Dimethicone']","Silicone-based moisturizer with synthetic additive; moderate risk.","Moderate","Low","Pending"
"Coconut Oil, Shea Butter, Butyrospermum Parkii Extract","['Coconut Oil', 'Shea Butter']","['Butyrospermum Parkii Extract']","Rich emollient blend with botanical extract; very safe.","Low","Low","Approved"
"Water, Aloe Vera, Sodium Lauroyl Sarcosinate","['Water', 'Aloe Vera']","['Sodium Lauroyl Sarcosinate']","Gentle cleanser with a mild surfactant; low risk.","Low","Low","Approved"
"Green Tea Extract, Niacinamide, Arginine","['Green Tea Extract', 'Niacinamide']","['Arginine']","Brightening formula with an amino acid; low risk.","Low","Low","Approved"
"Water, Glycerin, PPG-26-Buteth-26","['Water', 'Glycerin']","['PPG-26-Buteth-26']","Standard cleanser with a synthetic solvent; moderate risk.","Moderate","Low","Pending"
"Aloe Vera, Chamomile Extract, Sodium Hydroxide","['Aloe Vera', 'Chamomile Extract']","['Sodium Hydroxide']","pH-adjusted formula; caution advised for sensitive skin.","Moderate","Moderate","Pending"
"Rose Water, Glycerin, Citral","['Rose Water', 'Glycerin']","['Citral']","Fragrant toner with a natural citrus component; moderate risk.","Moderate","Moderate","Pending"
"Green Tea Extract, Vitamin E, Hexylresorcinol","['Green Tea Extract', 'Vitamin E']","['Hexylresorcinol']","Antioxidant serum with a skin-brightening agent; low risk.","Low","Low","Approved"
"Water, Glycerin, Caprylyl Methicone","['Water', 'Glycerin']","['Caprylyl Methicone']","Lightweight moisturizer with silicone; very low risk.","Low","Low","Approved"
"Chamomile Extract, Panthenol, PEG-8","['Chamomile Extract', 'Panthenol']","['PEG-8']","Soothing formulation with a synthetic humectant; moderate risk.","Moderate","Low","Pending"
"Water, Glycerin, Laureth-7","['Water', 'Glycerin']","['Laureth-7']","Mild cleanser with a synthetic surfactant; low risk.","Low","Low","Approved"
"Rose Water, Glycerin, Benzyl Alcohol","['Rose Water', 'Glycerin']","['Benzyl Alcohol']","Hydrating toner with a preservative that may cause sensitivity; moderate risk.","Moderate","Moderate","Pending"
"Water, Aloe Vera, PEG-40 Hydrogenated Castor Oil","['Water', 'Aloe Vera']","['PEG-40 Hydrogenated Castor Oil']","Light cleanser with synthetic emulsifier; moderate risk.","Moderate","Low","Pending"
"Green Tea Extract, Niacinamide, Caprylyl Glycol","['Green Tea Extract', 'Niacinamide']","['Caprylyl Glycol']","Brightening serum with a modern preservative; low risk.","Low","Low","Approved"
"Water, Glycerin, Sodium Lauroyl Sulfate","['Water', 'Glycerin']","['Sodium Lauroyl Sulfate']","Common cleanser that may be harsh on sensitive skin; moderate risk.","Moderate","Moderate","Approved"
"Aloe Vera, Chamomile Extract, Triethanolamine","['Aloe Vera', 'Chamomile Extract']","['Triethanolamine']","Soothing formulation with a pH adjuster; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Poloxamer 407","['Water', 'Glycerin']","['Poloxamer 407']","Mild cleanser with a synthetic polymer; low risk.","Low","Low","Approved"
"Green Tea Extract, Vitamin C, Sodium Ascorbyl Phosphate","['Green Tea Extract', 'Vitamin C']","['Sodium Ascorbyl Phosphate']","Antioxidant serum with stable vitamin C; low risk.","Low","Low","Approved"
"Coconut Oil, Olive Oil, Cetyl Alcohol","['Coconut Oil', 'Olive Oil', 'Cetyl Alcohol']","['None']","Nourishing oil blend with natural fatty alcohol; very safe.","Low","Low","Approved"
"Water, Aloe Vera, Decyl Glucoside","['Water', 'Aloe Vera']","['Decyl Glucoside']","Gentle cleanser with a plant-derived surfactant; very low risk.","Low","Low","Approved"
"Chamomile Extract, Calendula Extract, Glycerin, Propylene Glycol","['Chamomile Extract', 'Calendula Extract', 'Glycerin']","['Propylene Glycol']","Soothing blend with a synthetic humectant; moderate risk.","Moderate","Moderate","Pending"
"Water, Rice Extract, Glyceryl Stearate SE","['Water', 'Rice Extract']","['Glyceryl Stearate SE']","Mild emulsified cleanser; very low risk.","Low","Low","Approved"
"Aloe Vera, Glycerin, Phenoxyethanol, Ethylhexylglycerin","['Aloe Vera', 'Glycerin']","['Phenoxyethanol', 'Ethylhexylglycerin']","Soothing formulation with dual preservatives; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine","['Water', 'Glycerin']","['Sodium Lauroyl Sarcosinate', 'Cocamidopropyl Betaine']","Multi-surfactant cleanser; low risk for most users.","Low","Moderate","Approved"
"Green Tea Extract, Niacinamide, Panthenol, Allantoin","['Green Tea Extract', 'Niacinamide', 'Panthenol']","['Allantoin']","Brightening and soothing serum; very low risk.","Low","Low","Approved"
"Water, Aloe Vera, Sodium Benzoate, Potassium Sorbate","['Water', 'Aloe Vera']","['Sodium Benzoate', 'Potassium Sorbate']","Preserved formulation with common agents; moderate risk.","Moderate","Low","Pending"
"Chamomile Extract, Vitamin E, Caprylyl Glycol, Hexylene Glycol","['Chamomile Extract', 'Vitamin E']","['Caprylyl Glycol', 'Hexylene Glycol']","Calming serum with dual solvents; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, PEG-40 Dimethicone","['Water', 'Glycerin']","['PEG-40 Dimethicone']","Silicone-based cleanser with synthetic additive; moderate risk.","Moderate","Low","Pending"
"Coconut Oil, Shea Butter, Tocopherol, Fragrance","['Coconut Oil', 'Shea Butter', 'Tocopherol']","['Fragrance']","Rich emollient with vitamin E; fragrance may trigger sensitivities.","Moderate","Moderate","Pending"
"Water, Aloe Vera, Dimethicone, Cyclopentasiloxane","['Water', 'Aloe Vera']","['Dimethicone', 'Cyclopentasiloxane']","Hydrating formula with multiple silicones; low risk.","Low","Low","Approved"
"Green Tea Extract, Vitamin C, Methylparaben, Propylparaben","['Green Tea Extract', 'Vitamin C']","['Methylparaben', 'Propylparaben']","Antioxidant serum with dual preservatives; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Polysorbate 80, Sorbitan Olivate","['Water', 'Glycerin']","['Polysorbate 80', 'Sorbitan Olivate']","Emulsified cleanser with natural emulsifiers; very low risk.","Low","Low","Approved"
"Aloe Vera, Calendula Extract, Panthenol, Allantoin","['Aloe Vera', 'Calendula Extract', 'Panthenol']","['Allantoin']","Calming and healing formula; very safe.","Low","Low","Approved"
"Water, Glycerin, PEG-7 Glyceryl Cocoate, Glyceryl Oleate","['Water', 'Glycerin']","['PEG-7 Glyceryl Cocoate', 'Glyceryl Oleate']","Nourishing cleanser with modern emulsifiers; low risk.","Low","Low","Pending"
"Green Tea Extract, Niacinamide, Sodium PCA, Arginine","['Green Tea Extract', 'Niacinamide']","['Sodium PCA', 'Arginine']","Brightening serum with amino acids; very low risk.","Low","Low","Approved"
"Water, Aloe Vera, Cetearyl Olivate, Sorbitan Olivate","['Water', 'Aloe Vera']","['Cetearyl Olivate', 'Sorbitan Olivate']","Emulsion stabilized with naturally derived emulsifiers; very safe.","Low","Low","Approved"
"Chamomile Extract, Vitamin E, Caprylyl Methicone, Dimethicone","['Chamomile Extract', 'Vitamin E']","['Caprylyl Methicone', 'Dimethicone']","Rich serum with silicones; low risk.","Low","Low","Pending"
"Water, Glycerin, Sodium Lauroyl Glutamate","['Water', 'Glycerin']","['Sodium Lauroyl Glutamate']","Mild cleanser with an amino acid-based surfactant; very low risk.","Low","Low","Approved"
"Green Tea Extract, Vitamin C, Acetyl Tetrapeptide-2","['Green Tea Extract', 'Vitamin C']","['Acetyl Tetrapeptide-2']","Advanced anti-aging serum with peptide; low risk.","Low","Low","Approved"
"Water, Aloe Vera, Disodium Inosinate","['Water', 'Aloe Vera']","['Disodium Inosinate']","Hydrating formulation with a flavor enhancer; very low risk.","Low","Low","Approved"
"Chamomile Extract, Calendula Extract, Sodium Citrate, Citric Acid","['Chamomile Extract', 'Calendula Extract']","['Sodium Citrate', 'Citric Acid']","pH-balanced soothing formula; very low risk.","Low","Low","Approved"
"Water, Glycerin, Caprylyl Glycol, Phenoxyethanol","['Water', 'Glycerin']","['Caprylyl Glycol', 'Phenoxyethanol']","Standard preserved cleanser; moderate risk.","Moderate","Low","Pending"
"Organic quinoa, chia seeds, coconut sugar, Himalayan pink salt","['Organic quinoa', 'Chia seeds', 'Coconut sugar']","['None']","A nutrient-dense snack with no artificial additives.",Low,Low,Approved
"Water, sodium laureth sulfate, cocamidopropyl betaine, fragrance, methylchloroisothiazolinone","['Water']","['Sodium laureth sulfate', 'Fragrance', 'Methylchloroisothiazolinone']","This shampoo may cause scalp irritation due to harsh surfactants.",High,High,Banned
"Cold-pressed argan oil, vitamin E, rosemary extract","['Argan oil', 'Vitamin E', 'Rosemary extract']","['None']","A natural hair oil that promotes shine and reduces frizz.",Low,Low,Approved
"Beef tallow, sodium hydroxide, essential oils, titanium dioxide","['Essential oils']","['Sodium hydroxide', 'Titanium dioxide']","This soap contains lye (sodium hydroxide), which can irritate sensitive skin.",Moderate,Moderate,Pending
"Wild-caught salmon, sea salt, organic lemon juice","['Wild-caught salmon', 'Sea salt', 'Organic lemon juice']","['None']","A clean protein source with no additives.",Low,Low,Approved
"Ethanol, isopropyl alcohol, glycerin, hydrogen peroxide","['Glycerin', 'Hydrogen peroxide']","['Ethanol', 'Isopropyl alcohol']","Effective sanitizer but may dry out skin with frequent use.",Moderate,Moderate,Approved
"Aloe vera gel, citric acid, potassium sorbate, xanthan gum","['Aloe vera gel']","['Potassium sorbate']","A soothing gel, but preservatives may cause reactions in sensitive users.",Low,Moderate,Approved
"Organic rolled oats, almond flour, maple syrup, vanilla extract","['Organic rolled oats', 'Almond flour', 'Maple syrup']","['None']","Gluten-free and naturally sweetened.",Low,Low,Approved
"Propylene glycol, parabens, synthetic fragrance, BHT","['None']","['Propylene glycol', 'Parabens', 'BHT']","Contains hormone-disrupting chemicals; avoid prolonged use.",High,High,Banned
"Filtered water, organic matcha powder, monk fruit extract","['Filtered water', 'Organic matcha powder', 'Monk fruit extract']","['None']","A low-calorie antioxidant-rich beverage.",Low,Low,Approved
"Hydrogenated palm oil, high-fructose corn syrup, artificial colors (Red 40, Yellow 5)","['None']","['Hydrogenated palm oil', 'High-fructose corn syrup', 'Red 40', 'Yellow 5']","Linked to inflammation and metabolic issues.",High,High,Banned
"Organic turmeric, black pepper extract, MCT oil","['Turmeric', 'Black pepper extract', 'MCT oil']","['None']","Anti-inflammatory and supports cognitive health.",Low,Low,Approved
"Ammonia, sodium hypochlorite, surfactants","['None']","['Ammonia', 'Sodium hypochlorite']","Toxic fumes risk; use in ventilated areas only.",High,High,Banned
"Oat flour, almond butter, coconut nectar, sea salt","['Oat flour', 'Almond butter', 'Coconut nectar']","['None']","A vegan-friendly energy bar with no refined sugars.",Low,Low,Approved
"Retinol, hyaluronic acid, phenoxyethanol, dimethicone","['Hyaluronic acid']","['Retinol', 'Phenoxyethanol']","Anti-aging serum; avoid during pregnancy.",Moderate,Moderate,Approved
"Organic blueberries, ascorbic acid, pectin","['Organic blueberries', 'Ascorbic acid']","['None']","Preservative-free jam with natural vitamin C.",Low,Low,Approved
"Sodium lauryl sulfate, triclosan, artificial mint flavor","['None']","['Sodium lauryl sulfate', 'Triclosan']","Toothpaste with antimicrobial agent banned in some countries.",High,High,Banned
"Collagen peptides, hydrolyzed keratin, biotin","['Collagen peptides', 'Biotin']","['None']","Supports hair and nail strength.",Low,Low,Approved
"BPA-free plastic, purified water, electrolytes","['Purified water', 'Electrolytes']","['None']","Hydration drink with no harmful plastics.",Low,Low,Approved
"Formaldehyde, toluene, camphor","['None']","['Formaldehyde', 'Toluene']","Nail polish with carcinogenic ingredients.",High,High,Banned
"Organic spirulina, moringa powder, chlorella","['Spirulina', 'Moringa powder', 'Chlorella']","['None']","Detoxifying superfood blend.",Low,Low,Approved
"Phthalates, synthetic musk, mineral oil","['None']","['Phthalates', 'Synthetic musk']","Perfume linked to endocrine disruption.",High,High,Banned
"Organic cold-brew coffee, coconut milk, stevia","['Organic coffee', 'Coconut milk', 'Stevia']","['None']","Dairy-free coffee with natural sweeteners.",Low,Low,Approved
"Benzalkonium chloride, isopropyl alcohol, fragrance","['None']","['Benzalkonium chloride']","Hand sanitizer with skin-irritating agents.",Moderate,Moderate,Pending
"Grass-fed whey protein, cocoa powder, monk fruit","['Grass-fed whey protein', 'Cocoa powder', 'Monk fruit']","['None']","Low-carb protein powder with no artificial sugars.",Low,Low,Approved
"Lead acetate, coal tar, petroleum distillates","['None']","['Lead acetate', 'Coal tar']","Hair dye banned in the EU due to toxicity.",High,High,Banned
"Organic hemp seeds, pumpkin seeds, flaxseeds","['Hemp seeds', 'Pumpkin seeds', 'Flaxseeds']","['None']","Omega-3 rich snack for heart health.",Low,Low,Approved
"Triclosan, microbeads, polyethylene glycol","['None']","['Triclosan', 'Microbeads']","Face scrub with environmental pollutants.",High,High,Banned
"Organic ginger root, apple cider vinegar, honey","['Ginger root', 'Apple cider vinegar', 'Honey']","['None']","Immune-boosting tonic.",Low,Low,Approved
"Aluminum zirconium tetrachlorohydrex, propylene glycol","['None']","['Aluminum zirconium']","Antiperspirant linked to breast cancer concerns.",Moderate,Moderate,Pending
"Wild blueberries, chia seeds, almond milk","['Blueberries', 'Chia seeds', 'Almond milk']","['None']","Antioxidant-rich smoothie base.",Low,Low,Approved
"Oxybenzone, octinoxate, homosalate","['None']","['Oxybenzone', 'Octinoxate']","Sunscreen harmful to coral reefs.",High,High,Banned
"Organic buckwheat, Himalayan salt, nutritional yeast","['Buckwheat', 'Himalayan salt', 'Nutritional yeast']","['None']","Gluten-free savory seasoning.",Low,Low,Approved
"Sodium hydroxide, linalool, limonene","['None']","['Sodium hydroxide']","Cleaning agent corrosive to skin.",High,High,Banned
"Organic acai pulp, guarana extract, agave syrup","['Acai pulp', 'Guarana extract']","['None']","Energy-boosting supplement.",Low,Low,Approved
"DEA, TEA, methylisothiazolinone","['None']","['DEA', 'TEA']","Shower gel with allergens and irritants.",High,High,Banned
"Organic cacao nibs, coconut flakes, maca root","['Cacao nibs', 'Coconut flakes', 'Maca root']","['None']","Raw chocolate snack for energy.",Low,Low,Approved
"FD&C Red No. 3, BHA, potassium bromate","['None']","['Red No. 3', 'BHA', 'Potassium bromate']","Carcinogenic additives banned in Europe.",High,High,Banned
"Organic green tea extract, L-theanine, rhodiola","['Green tea extract', 'L-theanine', 'Rhodiola']","['None']","Stress-relief supplement.",Low,Low,Approved
"Parabens, synthetic dyes, talc","['None']","['Parabens', 'Talc']","Makeup linked to ovarian cancer risk.",High,High,Banned
"Organic quinoa pasta, tomato powder, basil","['Quinoa pasta', 'Tomato powder', 'Basil']","['None']","Gluten-free pasta with Italian herbs.",Low,Low,Approved
"Coal tar, petrolatum, mineral oil","['None']","['Coal tar', 'Petrolatum']","Psoriasis shampoo with carcinogens.",High,High,Banned
"Organic pumpkin puree, cinnamon, nutmeg","['Pumpkin puree', 'Cinnamon', 'Nutmeg']","['None']","Seasonal baking ingredient blend.",Low,Low,Approved
"Sodium fluoride, saccharin, artificial sweeteners","['None']","['Sodium fluoride', 'Saccharin']","Controversial additives in dental products.",Moderate,Moderate,Pending
"Organic bone broth protein, turmeric, black pepper","['Bone broth protein', 'Turmeric', 'Black pepper']","['None']","Joint support supplement.",Low,Low,Approved
"Lead, cadmium, mercury (trace amounts)","['None']","['Lead', 'Cadmium']","Protein powder with heavy metal contamination.",High,High,Banned
"Organic kelp powder, dulse flakes, sea salt","['Kelp powder', 'Dulse flakes', 'Sea salt']","['None']","Mineral-rich seaweed seasoning.",Low,Low,Approved
"Phthalate-free fragrance, organic shea butter, beeswax","['Shea butter', 'Beeswax']","['None']","Natural lip balm for dry lips.",Low,Low,Approved
"Aspartame, acesulfame potassium, sucralose","['None']","['Aspartame', 'Acesulfame potassium']","Diet soda with artificial sweeteners.",Moderate,Moderate,Pending
"Organic macadamia nuts, Himalayan salt","['Macadamia nuts', 'Himalayan salt']","['None']","Low-carb keto-friendly snack.",Low,Low,Approved
"Benzophenone, octocrylene, avobenzone","['None']","['Benzophenone', 'Octocrylene']","Sunscreen with hormone-disrupting chemicals.",High,High,Banned
"Organic psyllium husk, flaxseed, chia seed","['Psyllium husk', 'Flaxseed', 'Chia seed']","['None']","High-fiber digestive aid.",Low,Low,Approved
"Ethoxylated surfactants, PEG compounds","['None']","['Ethoxylated surfactants', 'PEG']","Body wash linked to skin irritation.",Moderate,Moderate,Pending
"Organic grass-fed collagen, vitamin C, hyaluronic acid","['Collagen', 'Vitamin C', 'Hyaluronic acid']","['None']","Skin and joint support powder.",Low,Low,Approved
"Polyethylene, microplastics, synthetic polymers","['None']","['Polyethylene', 'Microplastics']","Exfoliant banned in eco-conscious countries.",High,High,Banned
"Organic beetroot powder, apple fiber, ginger","['Beetroot powder', 'Apple fiber', 'Ginger']","['None']","Natural detox supplement.",Low,Low,Approved
"Titanium dioxide, iron oxides, carmine","['None']","['Titanium dioxide', 'Carmine']","Candy with artificial colorants.",Moderate,Moderate,Pending
"Organic coconut water, pineapple juice, lime","['Coconut water', 'Pineapple juice', 'Lime']","['None']","Hydrating tropical drink.",Low,Low,Approved
"Formaldehyde-releasing preservatives, quaternium-15","['None']","['Quaternium-15']","Baby shampoo with irritants.",High,High,Banned
"Organic moringa powder, matcha, spirulina","['Moringa powder', 'Matcha', 'Spirulina']","['None']","Supergreen energy blend.",Low,Low,Approved
"Artificial trans fats, hydrogenated oils","['None']","['Trans fats']","Baked goods banned in multiple countries.",High,High,Banned
"Organic hemp protein, cacao, monk fruit","['Hemp protein', 'Cacao', 'Monk fruit']","['None']","Plant-based protein shake.",Low,Low,Approved
"BHA, BHT, propyl gallate","['None']","['BHA', 'BHT']","Preservatives linked to cancer in animal studies.",High,High,Banned
"Organic turmeric latte mix, cinnamon, black pepper","['Turmeric', 'Cinnamon', 'Black pepper']","['None']","Anti-inflammatory beverage.",Low,Low,Approved
"Sodium nitrite, sodium erythorbate, MSG","['None']","['Sodium nitrite', 'MSG']","Processed meats with controversial additives.",Moderate,Moderate,Pending
"Organic chickpea flour, baking soda, sea salt","['Chickpea flour', 'Baking soda', 'Sea salt']","['None']","Gluten-free baking mix.",Low,Low,Approved
"Phthalate-containing PVC, BPA","['None']","['PVC', 'BPA']","Food packaging banned in the EU.",High,High,Banned
"Organic pea protein, brown rice protein, probiotics","['Pea protein', 'Brown rice protein', 'Probiotics']","['None']","Vegan protein with gut health support.",Low,Low,Approved
"Azodicarbonamide, potassium bromate","['None']","['Azodicarbonamide', 'Potassium bromate']","Bread additives banned globally.",High,High,Banned
"Organic almond milk, dates, vanilla bean","['Almond milk', 'Dates', 'Vanilla bean']","['None']","Dairy-free milk alternative.",Low,Low,Approved
"Artificial smoke flavor, sodium benzoate","['None']","['Sodium benzoate']","Processed snacks with preservatives.",Moderate,Moderate,Pending
"Organic sunflower lecithin, MCT oil, rosemary extract","['Sunflower lecithin', 'MCT oil', 'Rosemary extract']","['None']","Brain health supplement.",Low,Low,Approved
"Non-organic strawberries, glyphosate residues","['None']","['Glyphosate']","Conventional berries with pesticide traces.",Moderate,Moderate,Pending
"Organic avocado oil, lemon zest, garlic","['Avocado oil', 'Lemon zest', 'Garlic']","['None']","Salad dressing with healthy fats.",Low,Low,Approved
"Artificial butter flavor, diacetyl","['None']","['Diacetyl']","Microwave popcorn linked to lung disease.",High,High,Banned
"Organic bone broth, ginger, turmeric","['Bone broth', 'Ginger', 'Turmeric']","['None']","Gut-healing soup base.",Low,Low,Approved
"Sodium laureth sulfate, cocamide DEA","['None']","['Sodium laureth sulfate', 'Cocamide DEA']","Shampoo with potential carcinogens.",High,High,Banned
"Organic walnuts, dark chocolate (70% cacao)","['Walnuts', 'Dark chocolate']","['None']","Antioxidant-rich snack.",Low,Low,Approved
"Lead-based ceramic glaze, cadmium","['None']","['Lead', 'Cadmium']","Dinnerware with heavy metals.",High,High,Banned
"Organic tempeh, tamari, brown rice vinegar","['Tempeh', 'Tamari', 'Brown rice vinegar']","['None']","Fermented plant-based protein.",Low,Low,Approved
"Parabens, formaldehyde donors","['None']","['Parabens']","Moisturizer with preservatives linked to allergies.",Moderate,Moderate,Pending
"Organic kimchi, napa cabbage, sea salt","['Kimchi', 'Napa cabbage', 'Sea salt']","['None']","Probiotic-rich fermented food.",Low,Low,Approved
"Brominated vegetable oil, yellow 6","['None']","['Brominated vegetable oil']","Sports drink with banned additives.",High,High,Banned
"Organic miso paste, koji culture, sea salt","['Miso paste', 'Koji culture', 'Sea salt']","['None']","Traditional Japanese seasoning.",Low,Low,Approved
"Talcum powder, asbestos contamination risk","['None']","['Talc']","Baby powder linked to ovarian cancer.",High,High,Banned
"Organic kombucha, green tea, cane sugar","['Kombucha', 'Green tea', 'Cane sugar']","['None']","Fermented probiotic drink.",Low,Low,Approved
"Sodium nitrate, artificial caramel color","['None']","['Sodium nitrate']","Processed meats with carcinogenic risks.",Moderate,Moderate,Pending
"Organic kefir, live cultures, organic milk","['Kefir', 'Live cultures', 'Organic milk']","['None']","Gut-friendly fermented dairy.",Low,Low,Approved
"Artificial raspberry flavor, red 40","['None']","['Red 40']","Candy with synthetic additives.",Moderate,Moderate,Pending
"Organic sauerkraut, caraway seeds, juniper berries","['Sauerkraut', 'Caraway seeds', 'Juniper berries']","['None']","Fermented cabbage for digestion.",Low,Low,Approved
"Hydroquinone, mercury derivatives","['None']","['Hydroquinone']","Skin-lightening cream banned in the EU.",High,High,Banned
"Organic apple cider vinegar, mother culture","['Apple cider vinegar', 'Mother culture']","['None']","Digestive tonic with probiotics.",Low,Low,Approved
"Artificial cheese flavor, disodium phosphate","['None']","['Disodium phosphate']","Processed snacks with additives.",Moderate,Moderate,Pending
"Water, Glycerin, Alcohol Denat","['Water', 'Glycerin']","['Alcohol Denat']","Cleansing solution that may dry out skin.","Moderate","Moderate","Pending"
"Water, Aloe Vera, Sodium Laureth Sulfate","['Water', 'Aloe Vera']","['Sodium Laureth Sulfate']","Mild cleanser with natural extract; caution for sensitive skin.","Moderate","Moderate","Approved"
"Aloe Vera, Chamomile Extract, Parabens","['Aloe Vera', 'Chamomile Extract']","['Parabens']","Herbal formulation with preservative concerns; monitor usage.","Moderate","Moderate","Pending"
"Water, Glycerin, Cyclopentasiloxane","['Water', 'Glycerin']","['Cyclopentasiloxane']","Lightweight moisturizer with silicone; very low risk for most.","Low","Low","Approved"
"Water, Dimethicone, Fragrance","['Water', 'Dimethicone']","['Fragrance']","Silicone-based formula with synthetic scent; may trigger allergies.","Moderate","Moderate","Pending"
"Aloe Vera, Glycerin, Formaldehyde","['Aloe Vera', 'Glycerin']","['Formaldehyde']","Herbal blend compromised by banned ingredient; high risk.","High","High","Banned"
"Water, Chamomile Extract, Phenoxyethanol","['Water', 'Chamomile Extract']","['Phenoxyethanol']","Soothing formulation with a common preservative; moderate risk.","Moderate","Low","Pending"
"Green Tea Extract, Vitamin E, Methylparaben","['Green Tea Extract', 'Vitamin E']","['Methylparaben']","Antioxidant serum with preservative; moderate risk.","Moderate","Low","Pending"
"Water, Glycerin, Synthetic Dye","['Water', 'Glycerin']","['Synthetic Dye']","Basic formulation with artificial color; low risk.","Low","Low","Approved"
"Water, Aloe Vera, Dimethicone","['Water', 'Aloe Vera']","['Dimethicone']","Hydrating serum with silicone; low risk.","Low","Low","Approved"
"Coconut Oil, Shea Butter, Alcohol Denat","['Coconut Oil', 'Shea Butter']","['Alcohol Denat']","Rich emollient with drying alcohol; moderate caution.","Moderate","Moderate","Pending"
"Water, Glycerin, Sodium Laureth Sulfate","['Water', 'Glycerin']","['Sodium Laureth Sulfate']","Common cleanser that may irritate sensitive skin.","Moderate","Moderate","Approved"
